Restaurant Name,City,Latitude,Longitude,Aggregate rating
SnacksWale.com,Noida,28.5075273,77.4132229,2.8
Subway,Noida,28.5011636,77.4097048,2.6
Super Cake Shop,Noida,28.5164185,77.3713463,2.9
Aureo Dine & Bake House,Noida,28.4995416,77.404642,0.0
B Bawarchi Restaurant,Noida,28.5177319,77.3799935,0.0
Brajwasi,Noida,0.0,0.0,0.0
Cafe Coffee Day,Noida,28.4995663,77.4038963,0.0
Cafe Coffee Day,Noida,28.5137081,77.3778001,0.0
Cafe Lounge,Noida,0.0,0.0,0.0
Cafe Treat,Noida,0.0,0.0,0.0
Casa Bake,Noida,0.0,0.0,0.0
China Town,Noida,28.500375,77.4027231,0.0
Costa Coffee,Noida,28.5255885,77.3681524,0.0
Delhi Foods,Noida,28.5164422,77.3715165,0.0
Deli Chic,Noida,0.0,0.0,0.0
Delicacies,Noida,28.50763882,77.40778303,0.0
Kanha Ji Sweets & Restaurant,Noida,28.505174,77.413852,0.0
Little China,Noida,28.4996449,77.4028201,0.0
Lola's Cafe,Noida,28.5074131,77.4132861,0.0
Madras Coffee House,Noida,28.4990685,77.4043548,0.0
Moju Juice Bar,Noida,28.500282,77.4026739,0.0
Peniel Restaurant,Noida,28.5164659,77.3712923,0.0
Pizza Key,Noida,28.5161937,77.3734774,0.0
Sandoz,Noida,0.0,0.0,0.0
Subway,Noida,0.0,0.0,0.0
Tandoori Mystery,Noida,28.51524439,77.37313192,0.0
Taste of Punjab,Noida,28.5046715,77.4141288,0.0
Tea Nation,Noida,28.513978,77.3777963,0.0
The Corporate Kitchen,Noida,0.0,0.0,0.0
The Royal Kitchen,Noida,28.5078125,77.413356,0.0
Tpot,Noida,28.5152596,77.3732546,0.0
Wild Chef House,Noida,28.5151994,77.3730864,0.0
DIOS The Neighbourhood Bistro,Noida,28.5138115,77.3778856,4.2
Cake n Flower,Noida,28.5811942,77.3145385,2.9
Dilli 6,Noida,28.5818951,77.3138576,2.8
Food Bell,Noida,28.5814426,77.3141014,2.8
Kalpana Hotel,Noida,28.5817708,77.314,2.9
Sagar Dhaba,Noida,28.5815304,77.3141279,3.1
Shree Balaji Shudh Vaishno Hotel,Noida,28.5802723,77.3142692,2.9
Shree Rathnam,Noida,28.5832846,77.3119452,3.3
Simran's Cake Studio,Noida,28.5820794,77.3104224,3.4
Sweet Cake,Noida,28.5826872,77.3127883,3.0
The Cake Xpress,Noida,28.5812215,77.3144579,3.0
The Chef,Noida,28.5773817,77.310934,2.7
The Flying Pan,Noida,28.58180043,77.3137449,3.2
Wrapster,Noida,28.5821145,77.3100508,3.2
Getafix Petit,Noida,28.5784806,77.3075696,3.5
Lawn Bistro,Noida,28.5789682,77.3084223,3.6
Cake N Gifts,Noida,0.0,0.0,0.0
Cheese Pizza,Noida,28.5822126,77.3101406,0.0
Divya Hotal,Noida,28.5806262,77.3146798,0.0
Green Valley Chinese Food,Noida,28.58206,77.312979,0.0
Hooting Owl Cafe,Noida,28.582123,77.3101406,0.0
Jaak Foods,Noida,28.58226269,77.31239598,0.0
Kaka Restaurant,Noida,28.5807004,77.3147473,0.0
KC Bakers,Noida,0.0,0.0,0.0
KC Bakery,Noida,28.5827278,77.3127435,0.0
Rajan Foods Corner,Noida,28.5822693,77.3102284,0.0
Sagar Dhaba,Noida,28.5801911,77.314359,0.0
Sarfira,Noida,0.0,0.0,0.0
Shama Chicken Corner,Noida,28.5816812,77.314,0.0
Yummy Kitchen,Noida,28.5805304,77.3145418,0.0
Barista,Noida,28.5793172,77.3156097,2.9
Divine Curries,Noida,28.5707246,77.31759,3.0
Moon Bite,Noida,28.577722,77.31485,3.3
Subway,Noida,28.58129376,77.31558178,3.4
Hurry's Paratha,Noida,28.5792232,77.3169908,3.5
McDonald's,Noida,28.5801391,77.3157052,3.7
Cafe Coffee Day,Noida,0.0,0.0,0.0
Dunkin' Donuts,Noida,0.0,0.0,0.0
Green Chilli Fast Food,Noida,28.5788612,77.313817,0.0
Street Food Corner,Noida,28.5776606,77.317657,0.0
Barbeque Nation,Noida,28.5801189,77.3153216,4.3
Aggarwal,Noida,28.57081133,77.32593108,3.3
Anchor Bar & Kitchen,Noida,28.57064084,77.32504863,2.5
Basil Tree,Noida,28.56861001,77.32310604,3.4
Bon Bon Pastry Shop,Noida,28.57158307,77.32418898,3.1
BSGulati's Punjabi Swad,Noida,28.57044385,77.32611079,2.5
Cafe-18,Noida,28.56988852,77.32660197,2.5
Chandni Chowk Ke Mashhoor Paranthe,Noida,28.56997273,77.32660867,2.8
Cheenos,Noida,28.56857349,77.32454438,2.6
Gola Sizzlers,Noida,28.57113316,77.3235295,3.3
Hira Sweets,Noida,28.57024863,77.32480153,3.3
Karim's,Noida,28.56926546,77.32365757,3.3
KFC,Noida,28.56876577,77.32496414,2.7
Khan's Kathi Rolls,Noida,28.56992385,77.32669149,3.2
Nathu's Sweets,Noida,28.56889916,77.3242832,2.5
Nawabi Mughlai Zaika,Noida,28.57099,77.325204,3.3
Nite Bites,Noida,28.597824,77.332893,3.4
Nizam's Kathi Kabab,Noida,28.57071651,77.32458662,3.0
NSD Resto Bar & Kitchen,Noida,28.57151907,77.32406242,2.6
PS Wah Bhai Wah,Noida,28.57088023,77.32570108,2.6
Sagar Ratna,Noida,28.5721275,77.32221387,3.2
Sbarro,Noida,28.57015824,77.3243117,3.3
Swag & Swad,Noida,28.570049,77.322001,3.4
The Fizz,Noida,28.57225971,77.32313555,3.2
The Kitchen,Noida,28.57003427,77.3264863,3.2
Twenty Four Seven,Noida,28.57117762,77.32466508,3.4
Vinny's Restro Bar,Noida,28.57073654,77.32512441,3.2
Walk In The Woods,Noida,28.569182,77.324447,3.0
Xiian,Noida,28.5688017,77.3233803,3.4
Zest Bar and Lounge,Noida,28.57206302,77.32295919,3.4
Angels in my Kitchen,Noida,28.57046888,77.32430164,3.9
Baby Dragon Bar & Restaurant,Noida,28.569561,77.323714,3.5
Baker Street,Noida,28.57302026,77.32213676,3.6
Bamboo Shoots,Noida,28.57153949,77.32396636,3.9
Bikanervala Bliss,Noida,28.57196379,77.32466038,3.6
Bikanervala,Noida,28.57215783,77.3246292,3.7
Bikkgane Biryani,Noida,28.57013969,77.32443139,3.8
Burbee's Cafe,Noida,28.56935203,77.32456181,3.7
Cafe Coffee Day,Noida,28.56966474,77.32398044,3.6
Deez Biryani & Kebabs,Noida,28.56839947,77.32459467,3.5
Desi Vibes,Noida,28.5694916,77.32425638,3.8
Dhaba at Atta,Noida,28.56914544,77.32411414,3.8
DND,Noida,28.57234745,77.32224271,3.5
Domino's Pizza,Noida,28.5702822,77.3248877,3.6
Donald's Pastry Shop,Noida,28.56784854,77.32413467,3.8
Doosri Mehfil,Noida,28.57171587,77.32429225,3.8
Fit Bites,Noida,28.57101361,77.32514117,3.8
Hungry Minister,Noida,28.570034,77.327377,3.5
Hurry's Paratha,Noida,28.570159,77.322687,3.5
Imly,Noida,28.56728731,77.32071754,3.9
Jambox,Noida,28.571388,77.325052,3.6
LIT Ultrabar,Noida,28.57096149,77.32541844,3.6
Mainland China,Noida,28.57181745,77.32224539,3.7
McDonald's,Noida,28.56920863,77.32432779,3.9
Metro Dhaba,Noida,28.57036376,77.3257916,3.8
Nazeer Foods,Noida,28.57116908,77.3248411,3.6
Our Story Bistro & Tea Room,Noida,28.56914297,77.32361533,3.9
Paddy's Cafe,Noida,28.5682225,77.32465636,3.7
Popular Cakery,Noida,28.56978752,77.32499767,3.9
Punjabi By Nature,Noida,28.56900605,77.32484244,3.7
Sadda Adda,Noida,28.57065303,77.3238781,3.5
Subway,Noida,28.57008816,77.32487295,3.8
Swagath,Noida,28.5684245,77.32373536,3.6
TFK - The Flaming Kick,Noida,28.56954961,77.32236877,3.5
The Great Kabab Factory,Noida,28.57210424,77.3218102,3.5
The Patiala Kkitchen,Noida,28.57199854,77.32216291,3.6
The Tandoori Village,Noida,28.56837474,77.32376587,3.5
The Yellow Chilli,Noida,28.57149032,77.32239123,3.7
Top Breads,Noida,28.57070886,77.32339572,3.5
Wat-a-Burger!,Noida,28.56950956,77.32514352,3.6
Chawla's 2,Noida,28.56984906,77.32652552,2.2
Himalaya,Noida,28.57242813,77.32435126,2.3
Public Cafe,Noida,28.56993416,77.3261812,2.1
RPM - Zanzi Bar,Noida,28.57066881,77.32529875,2.4
Mad Over Donuts,Noida,28.56827816,77.3242376,4.2
RollsKing,Noida,28.56812416,77.32480355,4.0
Lumbini Food Point,Noida,28.5816039,77.3283593,2.8
Owlcity,Noida,28.577975,77.328028,3.6
Night Munchers,Noida,0.0,0.0,0.0
Night Munchies,Noida,28.5807886,77.3291124,0.0
Anand Food Factory,Noida,28.5837833,77.3143909,2.9
Nirula's,Noida,28.5822486,77.3135127,2.5
Snacks India,Noida,28.5849968,77.3116811,3.6
Ahaar Udyan,Noida,28.5833336,77.3134615,0.0
Choco Bee,Noida,28.5850552,77.3123862,0.0
Crazy Noodles,Noida,28.5853521,77.3128979,0.0
Dakshin Platter,Noida,28.58503529,77.31540769,0.0
Kathi Junction,Noida,28.5855201,77.3139934,0.0
Sonu Parantha Corner,Noida,28.585532,77.3141165,0.0
Olive Kitchen,Noida,28.5838546,77.3332052,2.6
R Cafe,Noida,0.0,0.0,3.0
Eating Point,Noida,28.5825656,77.3328463,0.0
New Gee Pee,Noida,28.5880357,77.3360987,3.3
Uncle's JVCC Restaurant,Noida,28.5847607,77.3371603,3.0
Twenty Four Seven,Noida,28.5921841,77.3386645,0.0
Hari Om Restaurant,Noida,28.5990702,77.3446655,3.0
Jain Restaurant,Noida,28.5950171,77.3425749,3.0
Lajawab Family Restaurant,Noida,28.5940591,77.3425375,2.5
Alam Muradabadi & Hyderabadi Biryani,Noida,28.5954289,77.3431349,0.0
Bala Ji Raja Dhaba,Noida,28.5973259,77.3446346,0.0
Brijwasi Dhaba,Noida,28.597278,77.3445624,0.0
Prerna Family Restaurant,Noida,28.5990864,77.3449071,0.0
Rana Dhaba,Noida,28.5979022,77.349942,0.0
The Food Factory,Noida,28.5916807,77.3469331,0.0
221 B Baker Street,Noida,28.5843762,77.3379464,3.4
Hunger's Hub,Noida,28.5845728,77.3378653,3.1
Lajwaab Restaurant,Noida,28.5843215,77.3381766,2.6
Republic of Chicken,Noida,28.5844243,77.3382691,3.0
Gauranga Sweets,Noida,28.5843227,77.3381319,0.0
Green Valley Chinese Food,Noida,28.5846506,77.3377069,0.0
Super Cake Shop,Noida,28.5767841,77.3352827,2.5
Dev Food,Noida,0.0,0.0,0.0
Wakhra Swaad,Noida,28.5768276,77.3352977,4.1
27 Grills,Noida,28.57445006,77.32838832,3.3
China Hot Pot,Noida,28.57456872,77.32827835,3.0
Himalaya Momos & Roll,Noida,28.5735123,77.324321,2.7
Hungry House Pizzas & More,Noida,28.57444329,77.32837792,3.4
Khana Khajana Da Dhaba,Noida,28.573916,77.3245817,2.9
M.P. Chole Tikki Wala,Noida,28.57457078,77.32828371,3.0
Maa Vaishno Shudh Bhojnalaya,Noida,28.5737086,77.3245004,3.1
More Than Caf��,Noida,28.57438086,77.3282646,3.0
Public Cafe,Noida,28.57439941,77.32841983,2.6
Sadda Taste,Noida,28.57187929,77.32803628,3.1
Sati Restaurant,Noida,28.5734717,77.3243658,3.2
Super Cake Shop,Noida,28.57346898,77.32451957,2.8
Uncle's Punjabi Rasoi,Noida,28.5737171,77.3245902,2.9
Yours Deliciously,Noida,28.5737946,77.3235133,2.9
Captain Curry,Noida,0.0,0.0,3.6
Oh My Scoop!,Noida,28.57453721,77.3283169,3.5
Reena Restaurant,Noida,28.5736246,77.3242109,3.5
Delight Food,Noida,0.0,0.0,0.0
Hungro,Noida,0.0,0.0,0.0
Shiparma Shri,Noida,28.57386667,77.32458611,0.0
Shri Adarsh Kulfi,Noida,28.5738031,77.323603,0.0
Simla Bakery,Noida,28.57350873,77.32458428,0.0
Swad E Punjab,Noida,28.57394362,77.32455846,0.0
Vishnu Ki Rasoi,Noida,28.5746025,77.3282696,0.0
Pizza Hut Delivery,Noida,28.5775482,77.328325,2.3
Wah Ji Wah,Noida,28.57433905,77.32809763,2.0
Chawla's Chic Inn,Noida,28.5711016,77.3331573,2.8
Grill Point,Noida,28.5714962,77.3330621,3.2
Hari Sweets,Noida,28.5714642,77.3330963,3.1
Sultanate of Spice,Noida,28.5710463,77.333159,2.9
Yamu's Panchayat,Noida,28.5710661,77.3331584,3.2
Debon,Noida,28.5711287,77.3332434,3.5
Hot & Sour,Noida,28.5670876,77.3350897,3.2
Open Kitchen,Noida,28.5672923,77.3353589,3.0
Truffle Muffle,Noida,28.5673735,77.3352692,3.4
Go! Biryani,Noida,28.5684579,77.3353589,3.5
Tastee Chauka,Noida,28.56859852,77.33557262,3.7
Maharba Chicken Point,Noida,28.569734,77.332751,0.0
Sweet Spells,Noida,28.5672838,77.3352692,0.0
Foodie,Noida,28.5818551,77.319038,2.8
Lapaalap,Noida,28.5821309,77.3187567,3.0
Fresh Food Factory,Noida,28.5810955,77.3173193,3.9
Bollycric,Noida,0.0,0.0,0.0
The Kitchen Factory,Noida,28.5810132,77.3173563,0.0
Caff�� La Poya,Noida,28.5722363,77.3409391,3.7
Elixir Health Caf��,Noida,28.5724711,77.3408326,3.7
Radhey Foodz,Noida,28.576754,77.346491,3.0
The Kitchen,Noida,28.5791986,77.3394417,2.7
Uncle's Treat,Noida,28.5793226,77.34303586,3.1
Wow! Momo,Noida,28.5743086,77.3536634,2.6
KD's Hunger Point,Noida,0.0,0.0,3.7
Food Town,Noida,0.0,0.0,0.0
The Big Chefs,Noida,28.5773502,77.3469342,0.0
The Big Scoop,Noida,28.5744592,77.347652,0.0
Govinda's Restaurant,Noida,28.5866196,77.3499908,3.0
Not Just Dilli,Noida,28.5743086,77.3536634,3.2
RollsKing,Noida,28.5743086,77.3536634,3.4
Bunz & Dogz,Noida,28.58791339,77.35415488,0.0
Radha Rani Bakery,Noida,28.5865079,77.3502339,0.0
Chauhan Vatika,Noida,28.5818244,77.36111,2.8
Frozen Stone,Noida,28.5743086,77.3536634,3.1
Kavita's Restaurant,Noida,28.5835424,77.3636829,2.6
Mudrika Food Factory,Noida,28.5838901,77.3573419,2.5
Pind Balluchi,Noida,28.5743086,77.3536634,2.9
Zaffran- Ikshita's Kitchen,Noida,28.5840221,77.3577905,3.0
Chaayos,Noida,28.5743086,77.3536634,3.6
Punjabi Tadka,Noida,28.583684,77.360356,3.7
Cafe Krisa,Noida,28.5839882,77.3574316,0.0
Chill Grill,Noida,28.5743086,77.3536634,0.0
Dolce Gelato,Noida,28.5743086,77.3536634,0.0
Maa Ka Khaana,Noida,28.5820375,77.3614689,0.0
The Beer Cafe,Noida,28.5743086,77.3536634,0.0
Heaven's Point,Noida,28.5691352,77.3425375,3.0
Kamboj's,Noida,28.5661407,77.3402775,2.8
Mexican Pizza,Noida,28.5653946,77.3404288,3.4
Shahenshah,Noida,28.5644063,77.3376836,2.9
Snack Chat,Noida,28.5660756,77.3405146,3.4
The Amazing Buger's,Noida,28.5651685,77.3397535,2.9
The Black Box,Noida,28.565446,77.340435,3.1
Al Bake,Noida,28.5654172,77.3403587,3.7
Asian Fun,Noida,28.565491,77.340025,3.8
Burnout,Noida,28.52998373,77.37565689,3.6
Cafe Fusion,Noida,28.56619633,77.34083544,3.7
Fit Bites,Noida,28.566297,77.340721,3.7
Go Krazy,Noida,28.565437,77.3403537,3.5
Green Restaurant,Noida,28.5661948,77.3408326,3.6
Hunger Strike,Noida,28.5653946,77.3404288,3.7
The Munchkart Cafe,Noida,28.56528114,77.34018199,3.8
Thee Pot,Noida,28.5653929,77.3399353,3.7
Waffles and Crepes,Noida,28.5655401,77.3400699,3.9
Biryani Vice,Noida,0.0,0.0,0.0
Chinese Chilly Sizzler,Noida,28.5699307,77.3457285,0.0
Moonlight Cafe,Noida,28.56573444,77.34016448,0.0
Sugar Ruffles,Noida,28.5686715,77.3404737,0.0
Bistro 37,Noida,28.5652948,77.3397409,4.3
Desi Swag,Noida,28.5653117,77.340025,4.3
Teasta,Noida,28.565491,77.340025,4.1
Appu Ghar Express,Noida,28.5641453,77.323737,2.8
Barista,Noida,28.5640131,77.334633,3.0
Burger King,Noida,28.5640131,77.334633,3.2
Keventers,Noida,28.5643934,77.3221651,3.1
Kenny Rogers Roasters,Noida,28.5645948,77.3220403,3.7
McDonald's,Noida,28.5664384,77.3254169,3.5
Baskin Robbins,Noida,28.5648303,77.3216286,0.0
Cafe Buddy's,Noida,28.5643808,77.3349102,0.0
Fusionn Rolls,Noida,0.0,0.0,0.0
Kwality Walls - Happiness Station,Noida,28.5677206,77.3263626,0.0
Shakti Food & Restaurant,Noida,28.5693451,77.3281989,0.0
Domino's Pizza,Noida,28.564222,77.334211,2.4
Mr. Brown,Noida,28.56437507,77.33417619,4.0
Chef's Bar-Be-Que,Noida,28.5672202,77.3498054,3.4
Sen's Sational Xpress Kitchen,Noida,0.0,0.0,3.0
Shanghai Dreams,Noida,28.56699945,77.34990894,3.0
InnerChef,Noida,28.0,0.0,3.3
Antaryami Paratha Corner,Noida,28.5810716,77.3219012,0.0
F-all (Food for All),Noida,28.5651898,77.3568036,3.4
Green Restaurant,Noida,0.0,0.0,0.0
2 Bros Kitchen,Noida,28.56952163,77.36176707,3.2
Baskin Robbins,Noida,28.561368,77.3607699,3.3
Big Bone - The Meat Shop,Noida,28.5692496,77.3618278,3.1
Biryani House,Noida,28.56920834,77.36170672,3.1
China Hot,Noida,28.5697922,77.3618487,2.9
City Hut,Noida,28.5615185,77.3591531,2.5
Defence Bakery,Noida,28.5689914,77.361986,3.4
Dhabha 27,Noida,28.5662049,77.3629392,3.2
Faasos,Noida,28.569412,77.3616483,3.1
Green Chick Chop,Noida,28.5692859,77.3618197,2.7
JSB Evergreen Cool Point,Noida,28.569218,77.3620195,2.9
JSB Evergreen Snack & Sweets,Noida,28.5693477,77.3619175,3.2
Keventers,Noida,28.5614537,77.3609306,2.9
More Than Cafe,Noida,28.569207,77.3618306,3.3
Mutfi,Noida,28.5613668,77.3603093,3.3
Nawabi Mughlai Zaika,Noida,28.561485,77.360265,3.2
Ovenstory Pizza,Noida,28.565118,77.366334,3.3
ProFit Kitchen,Noida,28.5614308,77.3592512,3.4
Public Cafe,Noida,28.56145334,77.35881027,2.5
The Chickmunks Express,Noida,28.565447,77.360571,3.0
Time to Tea,Noida,28.5689975,77.3620072,3.4
Twenty Four Seven,Noida,28.5614837,77.3583449,3.0
Virundu,Noida,28.5656,77.361169,2.8
Be Bhukkad,Noida,28.563578,77.363015,3.6
Behrouz Biryani,Noida,28.569307,77.361455,3.5
Bistro 365,Noida,28.56136235,77.36045983,3.7
Engineers Da Dhaba,Noida,28.56132431,77.36013662,3.6
Hungry Minister,Noida,28.5615785,77.3522612,3.5
Kake Da Hotel,Noida,28.5612185,77.3612895,3.5
Biryani,Noida,28.57,77.36,0.0
C Cube,Noida,28.5692496,77.3618278,0.0
Chicago Pizza,Noida,28.5614537,77.3609306,0.0
Kettle & Kegs,Noida,28.569307,77.361455,0.0
Keventers,Noida,28.5692053,77.3617807,0.0
Keventers,Noida,28.5612563,77.358773,0.0
Navab's,Noida,0.0,0.0,0.0
Nawabi Mughlai Zaika Food Van,Noida,0.0,0.0,0.0
NS Punjabi Swad,Noida,0.0,0.0,0.0
Pitstop,Noida,28.5615028,77.3609755,0.0
Royal Spice Restaurant,Noida,28.5616434,77.3591363,0.0
Sethi's,Noida,0.0,0.0,0.0
Snacks Parties,Noida,0.0,0.0,0.0
Peshawari Delux Restaurant,Noida,28.5689197,77.361974,2.4
WTF - World's Tastiest Food,Noida,28.56337153,77.35858697,2.4
Salato Salad Studio,Noida,28.569279,77.362094,4.1
AB Fast N Food,Noida,28.5546617,77.3374886,2.7
Cafe 44,Noida,0.0,0.0,3.0
Cafe Onion Rings,Noida,28.56470841,77.3382907,2.9
Club 44,Noida,28.5580118,77.3321849,3.2
Indian Curry House,Noida,28.56198634,77.35743094,3.1
Krunchies,Noida,28.5543914,77.3373827,2.5
Platefull,Noida,28.5579734,77.3323268,3.4
Sanghai Food,Noida,28.5599265,77.3361665,2.9
Shadev Saini Dhaba,Noida,28.560602,77.3400334,3.0
Wasim Biryani Center,Noida,28.5607636,77.3400007,2.8
Hungry - I,Noida,28.5579975,77.3323527,3.7
Smoking Tikka,Noida,28.5545389,77.3385357,3.7
The Fusion Food Stand,Noida,28.5579718,77.3322975,3.8
44 Grills,Noida,28.554041,77.339363,0.0
Ammi's Kitchen,Noida,28.5584685,77.3305135,0.0
Bangali Restaurant,Noida,28.5541271,77.3374228,0.0
Home Cafe,Noida,0.0,0.0,0.0
Hot Chilli Food Plaza,Noida,28.5585244,77.3431656,0.0
Kanak Kitchen,Noida,28.5568248,77.33950197,0.0
Speziato Foods,Noida,0.0,0.0,0.0
The Golden Spoon,Noida,28.5538698,77.3367172,0.0
The Saffron Plant Restaurant,Noida,0.0,0.0,0.0
Zaika Tiffin Center,Noida,0.0,0.0,0.0
#Urban Caf��,Noida,28.5485744,77.3441526,3.3
Baked! Cakes & Desserts,Noida,0.0,0.0,3.3
Quick Grabs,Noida,28.5489246,77.3440629,3.1
The Roll Van,Noida,28.5503712,77.3451396,2.9
Balaji Restaurant & Sweets,Noida,0.0,0.0,0.0
Baskin Robbins,Noida,28.5498552,77.3444218,0.0
Baskin Robbins,Noida,28.5486331,77.3442694,0.0
Chandu Chat Bhandar,Noida,0.0,0.0,0.0
Foodies Park,Noida,28.5509007,77.3425046,0.0
Noida Cakes Online,Noida,28.5593943,77.3636066,3.0
The Epicureans,Noida,28.5480976,77.3728126,3.4
Bhojanam4u,Noida,28.55065,77.3740358,0.0
Chocadoodledoo,Noida,0.0,0.0,0.0
Chocolate Therapy by Nishi,Noida,28.55276,77.3724136,0.0
Cookie House,Noida,28.5528331,77.3717413,0.0
Adhikari Fast Food Corner,Noida,28.5572741,77.3678917,2.8
Amrit's Agni Multi Cuisine Restaurant,Noida,28.5574096,77.3676875,2.9
Punjabi Chaska,Noida,28.5571046,77.3681581,3.0
The Choco Shop,Noida,28.5571526,77.3682751,3.0
The Taste,Noida,28.5574263,77.3678243,3.1
Tibb's Frankie,Noida,28.5551493,77.3727931,3.4
Amazing Burgers,Noida,28.5555893,77.3728518,0.0
Kitchen Express,Noida,28.56072076,77.36971536,0.0
Domino's Pizza,Noida,28.5555542,77.3729825,2.3
Public Cafe,Noida,28.5556159,77.373221,2.4
Chocopur,Noida,28.5573976,77.3719832,3.0
Sweta Restaurant,Noida,28.5596943,77.3706065,3.2
Flames of Tandoor,Noida,28.56042768,77.37059221,3.5
Shaivi's Kitchen,Noida,28.5562369,77.375287,0.0
Kuppies,Noida,28.5887703,77.3234175,3.8
The Urban Chulha,Noida,28.5878734,77.3245004,3.5
Goyal Chhole Kulche Wala,Noida,28.59,77.32,0.0
Cafe Coffee Day,Noida,28.5705134,77.3619175,2.7
Choco House,Noida,28.5695102,77.361738,3.4
DCK- Dana Choga's Kitchen,Noida,28.5702613,77.3620969,2.7
Fresh and Fit Ghar Ka Khana,Noida,28.5702807,77.3619772,3.1
Hungry Ullu,Noida,28.56872955,77.3640969,3.3
Khidmat,Noida,28.5699073,77.3621286,3.4
Lahori Restaurant,Noida,28.5705071,77.361983,2.5
New Chinese Chilli Sizzler,Noida,28.5699059,77.3621117,2.7
Nirmala's,Noida,28.5694331,77.3704026,3.4
Prime Bakery,Noida,28.5709428,77.3864967,3.0
Royal Empire Meat Shop,Noida,28.5702866,77.362366,3.4
Southern Treat,Noida,28.5703509,77.3620969,2.8
Subway,Noida,28.5705134,77.3619175,2.5
The Chickmunks Caf��,Noida,28.5706018,77.3623092,3.2
The FLIP Cafe,Noida,28.5697892,77.3623212,2.6
Yo! China,Noida,28.5703164,77.3620447,2.5
Gopala,Noida,28.570872,77.3619175,3.6
R.I.P Cafe & Lounge,Noida,28.5699968,77.362497,3.5
Big Biryani,Noida,0.0,0.0,0.0
Cupcakes & More,Noida,28.57683772,77.37630514,0.0
Heavens Food Xprs,Noida,28.5699364,77.3624558,0.0
Parul's Cooking Hub,Noida,28.5708889,77.3620969,0.0
Republic of Chicken,Noida,28.5694797,77.3852409,0.0
Somethings Sweet,Noida,28.57,77.37,0.0
Chawla's�_,Noida,28.5702613,77.3620969,2.3
Domino's Pizza,Noida,28.5699792,77.3621039,2.4
Nazeer Foods,Noida,28.5704704,77.361896,2.3
Night Food Xprs,Noida,28.5702697,77.3621866,2.3
Pizza Hut Delivery,Noida,28.5703849,77.3620973,2.3
The Caspian,Noida,28.5708499,77.3624456,2.4
The Noodle Box Co.,Noida,28.5704635,77.3617899,2.4
WTF - World's Tastiest Food,Noida,28.5728,77.37062,2.4
Biryani By Kilo,Noida,28.5704559,77.3617829,4.1
Kalpak Restaurant & Cafe,Noida,28.5704437,77.3625098,4.3
Theos,Noida,28.570603,77.3619175,4.1
Aamantran Bangla,Noida,28.5780783,77.3670311,2.7
Chung-Fu,Noida,0.0,0.0,3.0
Paco Meals,Noida,28.5582143,77.3674796,2.8
Reena Restaurant,Noida,28.5782751,77.3624558,2.7
Sanskriti Foods,Noida,28.5832481,77.3676591,3.1
Biryani Vice,Noida,28.578194,77.369257,3.6
Dietwholic,Noida,28.5782979,77.3693635,3.7
Goldenplates,Noida,28.5822417,77.3664928,3.6
Mishti's Kitchen,Noida,28.5781101,77.3692738,3.6
Shahenshah,Noida,28.5825191,77.3665825,3.5
Ayush Chicken Point,Noida,28.5834992,77.3681633,0.0
Baby Got Bacon,Noida,0.0,0.0,0.0
Better Butter Chicken,Noida,0.0,0.0,0.0
Black Pepper,Noida,0.0,0.0,0.0
Chandni Chowk 2 China,Noida,0.0,0.0,0.0
Choco N Lush,Noida,28.5783055,77.3672447,0.0
Friend's Restaurant,Noida,28.583972,77.3688983,0.0
Ghar Ka Khana,Noida,28.58601,77.3722342,0.0
Ghar Ka Swad,Noida,28.5862117,77.3722935,0.0
Kake Da Dhaba,Noida,0.0,0.0,0.0
Knight Kitchens,Noida,28.5784302,77.3669408,0.0
Lucknow Heritage,Noida,28.58,77.37,0.0
Momos Box,Noida,28.58168431,77.37454668,0.0
Raging Bull - The Spicy Punch,Noida,0.0,0.0,0.0
Second Home,Noida,28.5796721,77.3658648,0.0
The Big Buddha Grill,Noida,28.581868,77.366121,0.0
Whatslife.in,Noida,28.573306,77.3614962,0.0
Slice of Italy,Noida,28.585893,77.3720794,2.3
Bebbe Da Degh,Noida,28.5867115,77.3625455,3.2
Chauhan Hotel,Noida,28.5833075,77.367691,2.9
52 Food Express,Noida,28.5864134,77.3681073,0.0
Delicious Treasure,Noida,28.5879739,77.3655244,0.0
Shiv Murti Hotel,Noida,28.5832178,77.3675487,0.0
Kaka Ji Restaurant,Noida,28.5906666,77.3607512,2.9
Lazzez's,Noida,28.5953748,77.3625937,2.9
Mithaas Sweets,Noida,28.5955626,77.362305,3.1
Mithaas,Noida,28.5863139,77.3630838,3.2
Tandoori Corner,Noida,28.5900318,77.3596121,2.6
Culinate,Noida,28.5913835,77.365506,3.8
Haaochi,Noida,28.5878465,77.3631735,3.5
Bake Walkers,Noida,28.5906666,77.3607512,0.0
Chacha Food Street,Noida,28.59562,77.3623636,0.0
DudeFood,Noida,28.5895874,77.3597643,0.0
Indian Special Hot Momos,Noida,28.5866387,77.3627249,0.0
Kesarwa Bakez,Noida,28.5957812,77.3626452,0.0
Om Bikaner Sweets,Noida,28.5866387,77.3627249,0.0
Sadda Adda 2 Cafe & Lounge,Noida,28.586412,77.3631735,0.0
The Backyard Chef,Noida,28.5906666,77.3607512,0.0
Veer Jee,Noida,28.59569369,77.36209564,0.0
VP ki Kitchen,Noida,28.5869987,77.3624115,0.0
Flying Cakes,Noida,28.5955703,77.362366,2.1
